,category,subgroup,name,importance,shap_mean_0,shap_mean_1,shap_mean_2
243,blockchain,mining,revhashrateusd,0.0,,,
244,blockchain,mining,revhashusd,0.0,,,
245,blockchain,mining,splyminer0hopallntv,0.0021204070653766394,0.003881853073835373,-0.022500520572066307,-0.008074929006397724
246,blockchain,mining,splyminer0hopallusd,0.0,,,
247,blockchain,mining,splyminer1hopallntv,0.0017630545189604163,-0.00673263194039464,-0.013110144063830376,0.04670000821352005
248,blockchain,mining,splyminer1hopallusd,0.0,,,
249,blockchain,mining,difflast_pct,0.004579679109156132,-0.0013601251412183046,-0.0003102958726231009,-0.00017381568613927811
250,blockchain,mining,diffmean_pct,0.009574731811881065,-0.00031553368899039924,0.0007562966202385724,-0.006350258365273476
251,blockchain,mining,hashrate_pct,0.002347117755562067,-0.0011232767719775438,-0.005782083608210087,0.02150198444724083
252,blockchain,mining,hashrate30d_pct,0.002396194962784648,-0.014226732775568962,0.006854916922748089,-0.02844054624438286
253,blockchain,mining,revhashntv_pct,0.005087831523269415,-0.0065642003901302814,-0.001550668035633862,0.03572472557425499
254,blockchain,mining,revhashratentv_pct,0.0015045099426060915,-0.036614976823329926,-0.04471827298402786,0.06639736890792847
255,blockchain,mining,revhashrateusd_pct,0.0,,,
256,blockchain,mining,revhashusd_pct,0.0,,,
257,blockchain,mining,splyminer0hopallntv_pct,0.002147160703316331,0.02359083667397499,-0.024198459461331367,0.02472873032093048
258,blockchain,mining,splyminer0hopallusd_pct,0.0,,,
259,blockchain,mining,splyminer1hopallntv_pct,0.0016564535908401012,-0.07571221888065338,0.0462522991001606,-0.00269595580175519
